v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),lambda(nm),QE(%),photon energy (eV)
0.760992,1.58015962e+01,1.74300476e+01,3.41357488e+01,3.04256990e+00,1.42585452e+01,1.28929406e-01,3.04147525e-06,2.96732764e+00,7.52422533e-02,0.00000000e+00,610.000000,9.645064e+01,2.032749
0.811543,9.69148969e+00,2.35201664e+01,3.41357488e+01,3.45504766e+00,1.99361747e+01,1.28940988e-01,3.04248860e-06,3.37135204e+00,8.36956253e-02,0.00000000e+00,620.000000,9.646958e+01,1.999963
0.869267,2.14657317e+00,3.10450875e+01,3.41357488e+01,3.91095255e+00,2.70051804e+01,1.28951506e-01,3.04398136e-06,3.81746878e+00,9.34837697e-02,0.00000000e+00,630.000000,9.648398e+01,1.968217
0.929947,-5.98948004e+00,3.91611227e+01,3.41357488e+01,4.35439615e+00,3.46777630e+01,1.28960508e-01,3.04606815e-06,4.25093429e+00,1.03461862e-01,0.00000000e+00,640.000000,9.649346e+01,1.937464
0.987476,-1.34951956e+01,4.66468140e+01,3.41357488e+01,4.72489518e+00,4.17929482e+01,1.28967604e-01,3.04880497e-06,4.61276306e+00,1.12132112e-01,0.00000000e+00,650.000000,9.649757e+01,1.907657
1.036778,-1.93555439e+01,5.24871255e+01,3.41357488e+01,4.98906242e+00,4.73690874e+01,1.28972628e-01,3.05215421e-06,4.87057155e+00,1.18490865e-01,0.00000000e+00,660.000000,9.649581e+01,1.878753
1.076304,-2.32607624e+01,5.63723899e+01,3.41357488e+01,5.15214520e+00,5.10912658e+01,1.28975783e-01,3.05600351e-06,5.02961503e+00,1.22530169e-01,0.00000000e+00,670.000000,9.648757e+01,1.850712
1.107795,-2.55590324e+01,5.86506623e+01,3.41357488e+01,5.24296405e+00,5.32787176e+01,1.28977575e-01,3.06014401e-06,5.11816011e+00,1.24803946e-01,0.00000000e+00,680.000000,9.647218e+01,1.823496
1.134097,-2.68193373e+01,5.98909655e+01,3.41357488e+01,5.29101848e+00,5.44709654e+01,1.28978539e-01,3.06438573e-06,5.16500882e+00,1.26009657e-01,0.00000000e+00,690.000000,9.644885e+01,1.797068
1.157517,-2.75034317e+01,6.05550518e+01,3.41357488e+01,5.31631139e+00,5.51097582e+01,1.28979051e-01,3.06868180e-06,5.18966500e+00,1.26646389e-01,0.00000000e+00,700.000000,9.641665e+01,1.771396
1.179461,-2.78922499e+01,6.09238717e+01,3.41357488e+01,5.33022504e+00,5.54646643e+01,1.28979334e-01,3.07297154e-06,5.20322767e+00,1.26997364e-01,0.00000000e+00,710.000000,9.637450e+01,1.746446
1.200677,-2.81353300e+01,6.11469476e+01,3.41357488e+01,5.33859298e+00,5.56793720e+01,1.28979505e-01,3.07719595e-06,5.21138421e+00,1.27208768e-01,0.00000000e+00,720.000000,9.632115e+01,1.722190
1.221533,-2.83066243e+01,6.12982408e+01,3.41357488e+01,5.34424730e+00,5.58250108e+01,1.28979621e-01,3.08130966e-06,5.21689551e+00,1.27351790e-01,0.00000000e+00,730.000000,9.625511e+01,1.698599
1.242213,-2.84426559e+01,6.14142688e+01,3.41357488e+01,5.34857161e+00,5.59367144e+01,1.28979709e-01,3.08540549e-06,5.22111030e+00,1.27461307e-01,0.00000000e+00,740.000000,9.617461e+01,1.675645
1.262801,-2.85601281e+01,6.15117435e+01,3.41357488e+01,5.35219669e+00,5.60305640e+01,1.28979784e-01,3.08943307e-06,5.22464351e+00,1.27553182e-01,0.00000000e+00,750.000000,9.607756e+01,1.653303
1.283336,-2.86671599e+01,6.15987750e+01,3.41357488e+01,5.35542740e+00,5.61143646e+01,1.28979850e-01,3.09337923e-06,5.22779229e+00,1.27635114e-01,0.00000000e+00,760.000000,9.596146e+01,1.631549
1.303838,-2.87676713e+01,6.16792888e+01,3.41357488e+01,5.35841122e+00,5.61918945e+01,1.28979912e-01,3.09725760e-06,5.23070040e+00,1.27710821e-01,0.00000000e+00,770.000000,9.582327e+01,1.610360
1.324317,-2.88633652e+01,6.17549738e+01,3.41357488e+01,5.36121216e+00,5.62647786e+01,1.28979969e-01,3.10105809e-06,5.23343027e+00,1.27781893e-01,0.00000000e+00,780.000000,9.565931e+01,1.589714
1.344778,-2.89556772e+01,6.18272914e+01,3.41357488e+01,5.36388392e+00,5.63344243e+01,1.28980024e-01,3.10480906e-06,5.23603417e+00,1.27849757e-01,0.00000000e+00,790.000000,9.546528e+01,1.569591
-0.158518,3.17035294e+01,2.36566703e+00,3.41357488e+01,4.65556252e-01,1.77162554e+00,1.28482114e-01,3.12128372e-06,4.54606232e-01,1.09500203e-02,0.00000000e+00,800.000000,9.523524e+01,1.549971
-0.138272,3.16543164e+01,2.39487564e+00,3.41357488e+01,4.75752239e-01,1.79063174e+00,1.28488531e-01,3.12128710e-06,4.64518901e-01,1.12333385e-02,0.00000000e+00,810.000000,9.496240e+01,1.530836
-0.118021,3.16042551e+01,2.42493695e+00,3.41357488e+01,4.86297200e-01,1.81014165e+00,1.28494980e-01,3.12129062e-06,4.74770393e-01,1.15268069e-02,0.00000000e+00,820.000000,9.463795e+01,1.512167
-0.097767,3.15533063e+01,2.45588581e+00,3.41357488e+01,4.97206672e-01,1.83017456e+00,1.28501462e-01,3.12129424e-06,4.85375936e-01,1.18307358e-02,0.00000000e+00,830.000000,9.425061e+01,1.493948
-0.077507,3.15014270e+01,2.48776506e+00,3.41357488e+01,5.08499160e-01,1.85075480e+00,1.28507975e-01,3.12129797e-06,4.96353504e-01,1.21456566e-02,0.00000000e+00,840.000000,9.378573e+01,1.476163
-0.057243,3.14485717e+01,2.52062049e+00,3.41357488e+01,5.20194509e-01,1.87190834e+00,1.28514518e-01,3.12130182e-06,5.07722370e-01,1.24721387e-02,0.00000000e+00,850.000000,9.322390e+01,1.458796
-0.036973,3.13946909e+01,2.55450118e+00,3.41357488e+01,5.32314033e-01,1.89366294e+00,1.28521091e-01,3.12130579e-06,5.19503240e-01,1.28107927e-02,0.00000000e+00,860.000000,9.253896e+01,1.441834
-0.016699,3.13397324e+01,2.58945980e+00,3.41357488e+01,5.44880667e-01,1.91604832e+00,1.28527692e-01,3.12130989e-06,5.31718392e-01,1.31622751e-02,0.00000000e+00,870.000000,9.169474e+01,1.425261
0.003582,3.12836393e+01,2.62555293e+00,3.41357488e+01,5.57919129e-01,1.93909636e+00,1.28534320e-01,3.12131412e-06,5.44391837e-01,1.35272925e-02,0.00000000e+00,880.000000,9.063861e+01,1.409065
0.023868,3.12263506e+01,2.66284154e+00,3.41357488e+01,5.71456105e-01,1.96284134e+00,1.28540973e-01,3.12131850e-06,5.57549499e-01,1.39066068e-02,0.00000000e+00,890.000000,8.929749e+01,1.393233
0.044161,3.11678009e+01,2.70139137e+00,3.41357488e+01,5.85520459e-01,1.98732014e+00,1.28547650e-01,3.12132303e-06,5.71219418e-01,1.43010410e-02,0.00000000e+00,900.000000,8.755392e+01,1.377752
0.064460,3.11079188e+01,2.74127349e+00,3.41357488e+01,6.00143464e-01,2.01257255e+00,1.28554350e-01,3.12132772e-06,5.85431978e-01,1.47114856e-02,0.00000000e+00,300.000000,1.843297e+01,4.133257
0.084767,3.10466275e+01,2.78256487e+00,3.41357488e+01,6.15359076e-01,2.03864160e+00,1.28561069e-01,3.12133258e-06,6.00220170e-01,1.51389058e-02,0.00000000e+00,310.000000,2.221405e+01,3.999926
0.105081,3.09838432e+01,2.82534905e+00,3.41357488e+01,6.31204233e-01,2.06557389e+00,1.28567807e-01,3.12133762e-06,6.15619884e-01,1.55843495e-02,0.00000000e+00,320.000000,2.713507e+01,3.874928
0.125403,3.09194755e+01,2.86971691e+00,3.41357488e+01,6.47719210e-01,2.09342002e+00,1.28574561e-01,3.12134285e-06,6.31670252e-01,1.60489574e-02,0.00000000e+00,330.000000,3.382756e+01,3.757506
0.145733,3.08534248e+01,2.91576754e+00,3.41357488e+01,6.64948015e-01,2.12223508e+00,1.28581328e-01,3.12134829e-06,6.48414043e-01,1.65339725e-02,0.00000000e+00,340.000000,4.368401e+01,3.646991
0.166072,3.07855830e+01,2.96360927e+00,3.41357488e+01,6.82938859e-01,2.15207919e+00,1.28588106e-01,3.12135394e-06,6.65898106e-01,1.70407532e-02,0.00000000e+00,350.000000,6.179167e+01,3.542791
0.186421,3.07158315e+01,3.01336085e+00,3.41357488e+01,7.01744686e-01,2.18301815e+00,1.28594892e-01,3.12135982e-06,6.84173899e-01,1.75707865e-02,0.00000000e+00,360.000000,9.060894e+01,3.444381
0.206780,3.06440396e+01,3.06515280e+00,3.41357488e+01,7.21423802e-01,2.21512420e+00,1.28601683e-01,3.12136594e-06,7.03298098e-01,1.81257043e-02,0.00000000e+00,370.000000,9.187202e+01,3.351289
0.227150,3.05700633e+01,3.11912909e+00,3.41357488e+01,7.42040620e-01,2.24847687e+00,1.28608476e-01,3.12137233e-06,7.23333318e-01,1.87073017e-02,0.00000000e+00,380.000000,9.352826e+01,3.263097
0.247531,3.04937434e+01,3.17544901e+00,3.41357488e+01,7.63666546e-01,2.28316407e+00,1.28615269e-01,3.12137901e-06,7.44348988e-01,1.93175583e-02,0.00000000e+00,390.000000,9.657694e+01,3.179428
0.267925,3.04149027e+01,3.23428958e+00,3.41357488e+01,7.86381068e-01,2.31928334e+00,1.28622056e-01,3.12138599e-06,7.66422405e-01,1.99586638e-02,0.00000000e+00,400.000000,9.660967e+01,3.099943
0.288333,3.03333440e+01,3.29584835e+00,3.41357488e+01,8.10273095e-01,2.35694330e+00,1.28628836e-01,3.12139330e-06,7.89640049e-01,2.06330468e-02,0.00000000e+00,410.000000,9.663962e+01,3.024334
0.308756,3.02488453e+01,3.36034700e+00,3.41357488e+01,8.35442663e-01,2.39626561e+00,1.28635603e-01,3.12140097e-06,8.14099253e-01,2.13434103e-02,0.00000000e+00,420.000000,9.666679e+01,2.952326
0.329194,3.01611564e+01,3.42803587e+00,3.41357488e+01,8.62003186e-01,2.43738721e+00,1.28642355e-01,3.12140903e-06,8.39910412e-01,2.20927735e-02,0.00000000e+00,430.000000,9.669118e+01,2.883667
0.349650,3.00699907e+01,3.49920011e+00,3.41357488e+01,8.90084541e-01,2.48046336e+00,1.28649088e-01,3.12141751e-06,8.67200019e-01,2.28845218e-02,0.00000000e+00,440.000000,9.671277e+01,2.818130
0.370125,2.99750228e+01,3.57416803e+00,3.41357488e+01,9.19837492e-01,2.52567162e+00,1.28655797e-01,3.12142646e-06,8.96115023e-01,2.37224694e-02,0.00000000e+00,450.000000,9.673154e+01,2.755504
0.390621,2.98758676e+01,3.65332321e+00,3.41357488e+01,9.51440239e-01,2.57321737e+00,1.28662480e-01,3.12143592e-06,9.26829302e-01,2.46109369e-02,0.00000000e+00,460.000000,9.674745e+01,2.695602
0.411140,2.97720681e+01,3.73712272e+00,3.41357488e+01,9.85108463e-01,2.62334200e+00,1.28669130e-01,3.12144595e-06,9.59553612e-01,2.55548510e-02,0.00000000e+00,470.000000,9.676045e+01,2.638249
0.431685,2.96630653e+01,3.82612551e+00,3.41357488e+01,1.02111108e+00,2.67633556e+00,1.28675746e-01,3.12145662e-06,9.94551204e-01,2.65598791e-02,0.00000000e+00,480.000000,9.677047e+01,2.583285
0.452259,2.95481525e+01,3.92103832e+00,3.41357488e+01,1.05979525e+00,2.73255762e+00,1.28682323e-01,3.12146801e-06,1.03216263e+00,2.76326200e-02,0.00000000e+00,490.000000,9.677744e+01,2.530565
0.472868,2.94263991e+01,4.02279172e+00,3.41357488e+01,1.10162615e+00,2.79247360e+00,1.28688857e-01,3.12148025e-06,1.07284526e+00,2.87808909e-02,0.00000000e+00,500.000000,9.678127e+01,2.479954
0.493517,2.92965220e+01,4.13266876e+00,3.41357488e+01,1.14725004e+00,2.85672025e+00,1.28695344e-01,3.12149349e-06,1.11723585e+00,3.00141944e-02,0.00000000e+00,510.000000,9.678185e+01,2.431327
0.514217,2.91566634e+01,4.25252735e+00,3.41357488e+01,1.19759426e+00,2.92622819e+00,1.28701782e-01,3.12150797e-06,1.16624973e+00,3.13445293e-02,0.00000000e+00,520.000000,9.677906e+01,2.384571
0.534980,2.90039977e+01,4.38519312e+00,3.41357488e+01,1.25402609e+00,3.00245574e+00,1.28708168e-01,3.12152403e-06,1.22123820e+00,3.27878823e-02,0.00000000e+00,530.000000,9.677277e+01,2.339579
0.555830,2.88340221e+01,4.53516866e+00,3.41357488e+01,1.31860930e+00,3.08784173e+00,1.28714499e-01,3.12154224e-06,1.28424221e+00,3.43670969e-02,0.00000000e+00,540.000000,9.676281e+01,2.296254
0.576804,2.86392513e+01,4.70993946e+00,3.41357488e+01,1.39452658e+00,3.18668898e+00,1.28720775e-01,3.12156354e-06,1.35840904e+00,3.61175468e-02,0.00000000e+00,550.000000,9.674902e+01,2.254504
0.597966,2.84067813e+01,4.92240952e+00,3.41357488e+01,1.48678925e+00,3.30689015e+00,1.28726997e-01,3.12158953e-06,1.44869072e+00,3.80985344e-02,0.00000000e+00,560.000000,9.673118e+01,2.214245
0.619431,2.81137307e+01,5.19546012e+00,3.41357488e+01,1.60344461e+00,3.46327922e+00,1.28733168e-01,3.12162311e-06,1.56302835e+00,4.04162647e-02,0.00000000e+00,570.000000,9.670908e+01,2.175398
0.641406,2.77187928e+01,5.57039762e+00,3.41357488e+01,1.75762317e+00,3.68403203e+00,1.28739302e-01,3.12166951e-06,1.71435352e+00,4.32696468e-02,0.00000000e+00,580.000000,9.668247e+01,2.137891
0.664265,2.71470750e+01,6.12211418e+00,3.41357488e+01,1.97090563e+00,4.02246001e+00,1.28745423e-01,3.12173836e-06,1.92386689e+00,4.70387362e-02,0.00000000e+00,590.000000,9.665114e+01,2.101656
0.688676,2.62648996e+01,6.98428806e+00,3.41357488e+01,2.27840141e+00,4.57713195e+00,1.28751588e-01,3.12184709e-06,2.22595856e+00,5.24428472e-02,0.00000000e+00,600.000000,9.661463e+01,2.066628
0.715779,2.48442344e+01,8.38494469e+00,3.41357488e+01,2.73480510e+00,5.52137860e+00,1.28757865e-01,3.12202713e-06,2.67401888e+00,6.07862235e-02,0.00000000e+00,610.000000,9.657264e+01,2.032749
0.747332,2.25336611e+01,1.06755686e+01,3.41357488e+01,3.41652225e+00,7.13027885e+00,1.28764399e-01,3.12233103e-06,3.34231200e+00,7.42102487e-02,0.00000000e+00,620.000000,9.652479e+01,1.999963
0.785549,1.88901014e+01,1.42991523e+01,3.41357488e+01,4.40769283e+00,9.76268495e+00,1.28771405e-01,3.12283636e-06,4.31214778e+00,9.55450484e-02,0.00000000e+00,630.000000,9.647062e+01,1.968217
0.832222,1.35555959e+01,1.96137231e+01,3.41357488e+01,5.75402775e+00,1.37309131e+01,1.28779059e-01,3.12364247e-06,5.62681854e+00,1.27209206e-01,0.00000000e+00,640.000000,9.640963e+01,1.937464
0.887177,6.56460865e+00,2.65846192e+01,3.41357488e+01,7.39850664e+00,1.90573221e+01,1.28787346e-01,3.12484754e-06,7.22953558e+00,1.68971058e-01,0.00000000e+00,650.000000,9.634125e+01,1.907657
0.947192,-1.43845511e+00,3.45680047e+01,3.41357488e+01,9.15826830e+00,2.52809373e+01,1.28796012e-01,3.12652988e-06,8.94167184e+00,2.16596456e-01,0.00000000e+00,660.000000,9.626482e+01,1.878753
1.006883,-9.37651531e+00,4.24854552e+01,3.41357488e+01,1.07905687e+01,3.15660791e+01,1.28804281e-01,3.12873199e-06,1.05278591e+01,2.62709559e-01,0.00000000e+00,670.000000,9.617961e+01,1.850712
1.060733,-1.61466338e+01,4.92365187e+01,3.41357488e+01,1.21000627e+01,3.70076414e+01,1.28811459e-01,3.13145805e-06,1.17988770e+01,3.01185677e-01,0.00000000e+00,680.000000,9.608479e+01,1.823496
1.105640,-2.11280609e+01,5.41968123e+01,3.41357488e+01,1.30090675e+01,4.10589248e+01,1.28816739e-01,3.13464974e-06,1.26809489e+01,3.28118681e-01,0.00000000e+00,690.000000,9.597938e+01,1.797068
1.141567,-2.43133926e+01,5.73631717e+01,3.41357488e+01,1.35702664e+01,4.36640819e+01,1.28820267e-01,3.13818992e-06,1.32249764e+01,3.45290024e-01,0.00000000e+00,700.000000,9.586230e+01,1.771396
1.170764,-2.61528549e+01,5.91827142e+01,3.41357488e+01,1.38833891e+01,4.51704996e+01,1.28822297e-01,3.14194882e-06,1.35285489e+01,3.54840166e-01,0.00000000e+00,710.000000,9.573226e+01,1.746446
1.195800,-2.71599901e+01,6.01698860e+01,3.41357488e+01,1.40506837e+01,4.59903758e+01,1.28823407e-01,3.14574471e-06,1.36907236e+01,3.59960058e-01,0.00000000e+00,720.000000,9.558797e+01,1.722190
1.218575,-2.77150944e+01,6.07050085e+01,3.41357488e+01,1.41406020e+01,4.64355794e+01,1.28824012e-01,3.14957220e-06,1.37778851e+01,3.62716887e-01,0.00000000e+00,730.000000,9.542739e+01,1.698599
1.240203,-2.80405734e+01,6.10104991e+01,3.41357488e+01,1.41916969e+01,4.66899747e+01,1.28824359e-01,3.15338357e-06,1.38274116e+01,3.64285280e-01,0.00000000e+00,740.000000,9.524869e+01,1.675645
1.261264,-2.82528178e+01,6.12027528e+01,3.41357488e+01,1.42237687e+01,4.68501563e+01,1.28824577e-01,3.15713218e-06,1.38584980e+01,3.65270714e-01,0.00000000e+00,750.000000,9.504951e+01,1.653303
1.282044,-2.84088858e+01,6.13388287e+01,3.41357488e+01,1.42464321e+01,4.69635687e+01,1.28824732e-01,3.16077669e-06,1.38804645e+01,3.65967640e-01,0.00000000e+00,760.000000,9.482707e+01,1.631549
1.302686,-2.85371116e+01,6.14470622e+01,3.41357488e+01,1.42644378e+01,4.70537964e+01,1.28824855e-01,3.16440708e-06,1.38979160e+01,3.66521747e-01,0.00000000e+00,770.000000,9.457804e+01,1.610360
1.323251,-2.86502834e+01,6.15402411e+01,3.41357488e+01,1.42799233e+01,4.71314897e+01,1.28824962e-01,3.16796244e-06,1.39129248e+01,3.66998526e-01,0.00000000e+00,780.000000,9.429843e+01,1.589714
1.343774,-2.87547029e+01,6.16246675e+01,3.41357488e+01,1.42939414e+01,4.72018979e+01,1.28825058e-01,3.17145505e-06,1.39265111e+01,3.67430290e-01,0.00000000e+00,790.000000,9.398341e+01,1.569591
-0.158925,3.17849277e+01,2.28315752e+00,3.41357488e+01,4.01509165e-01,1.75330388e+00,1.28341320e-01,3.14872401e-06,3.92543263e-01,8.96590194e-03,0.00000000e+00,800.000000,9.362728e+01,1.549971
-0.138695,3.17390666e+01,2.30901743e+00,3.41357488e+01,4.10714426e-01,1.76995543e+00,1.28344425e-01,3.14872929e-06,4.01494440e-01,9.21998589e-03,0.00000000e+00,810.000000,9.322229e+01,1.530836
-0.118462,3.16924881e+01,2.33559591e+00,3.41357488e+01,4.20253934e-01,1.78699133e+00,1.28347497e-01,3.14873446e-06,4.10770804e-01,9.48312990e-03,0.00000000e+00,820.000000,9.275951e+01,1.512167
-0.098226,3.16451451e+01,2.36293893e+00,3.41357488e+01,4.30145581e-01,1.80443966e+00,1.28350541e-01,3.14873978e-06,4.20389194e-01,9.75638733e-03,0.00000000e+00,830.000000,9.222734e+01,1.493948
-0.077985,3.15969992e+01,2.39108475e+00,3.41357488e+01,4.40408322e-01,1.82231972e+00,1.28353557e-01,3.14874526e-06,4.30368017e-01,1.00403043e-02,0.00000000e+00,840.000000,9.161088e+01,1.476163
-0.057740,3.15480096e+01,2.42007429e+00,3.41357488e+01,4.51062487e-01,1.84065211e+00,1.28356546e-01,3.14875092e-06,4.40727021e-01,1.03354659e-02,0.00000000e+00,850.000000,9.089086e+01,1.458796
-0.037491,3.14981325e+01,2.44995145e+00,3.41357488e+01,4.62129924e-01,1.85945887e+00,1.28359507e-01,3.14875676e-06,4.51487424e-01,1.06424998e-02,0.00000000e+00,860.000000,9.004069e+01,1.441834
-0.017237,3.14473206e+01,2.48076334e+00,3.41357488e+01,4.73634152e-01,1.87876359e+00,1.28362440e-01,3.14876280e-06,4.62672071e-01,1.09620805e-02,0.00000000e+00,870.000000,8.902498e+01,1.425261
0.003022,3.13955232e+01,2.51256065e+00,3.41357488e+01,4.85600530e-01,1.89859162e+00,1.28365346e-01,3.14876903e-06,4.74305596e-01,1.12949341e-02,0.00000000e+00,880.000000,8.779391e+01,1.409065
0.023287,3.13426858e+01,2.54539801e+00,3.41357488e+01,4.98056458e-01,1.91897018e+00,1.28368225e-01,3.14877548e-06,4.86414614e-01,1.16418438e-02,0.00000000e+00,890.000000,8.627386e+01,1.393233
0.043556,3.12887493e+01,2.57933442e+00,3.41357488e+01,5.11031592e-01,1.93992860e+00,1.28371076e-01,3.14878216e-06,4.99027937e-01,1.20036553e-02,0.00000000e+00,900.000000,8.435439e+01,1.377752
0.063832,3.12336500e+01,2.61443369e+00,3.41357488e+01,5.24558099e-01,1.96149854e+00,1.28373900e-01,3.14878907e-06,5.12176815e-01,1.23812841e-02,0.00000000e+00,300.000000,1.356867e+01,4.133257
0.084113,3.11773188e+01,2.65076502e+00,3.41357488e+01,5.38670939e-01,1.98371423e+00,1.28376698e-01,3.14879624e-06,5.25895216e-01,1.27757233e-02,0.00000000e+00,310.000000,1.667455e+01,3.999926
0.104402,3.11196800e+01,2.68840361e+00,3.41357488e+01,5.53408196e-01,2.00661279e+00,1.28379469e-01,3.14880368e-06,5.40220144e-01,1.31880518e-02,0.00000000e+00,320.000000,2.076492e+01,3.874928
0.124697,3.10606520e+01,2.72743135e+00,3.41357488e+01,5.68811459e-01,2.03023453e+00,1.28382213e-01,3.14881141e-06,5.55192015e-01,1.36194446e-02,0.00000000e+00,330.000000,2.643792e+01,3.757506
0.144999,3.10001457e+01,2.76793769e+00,3.41357488e+01,5.84926272e-01,2.05462333e+00,1.28384932e-01,3.14881945e-06,5.70855088e-01,1.40711845e-02,0.00000000e+00,340.000000,3.509342e+01,3.646991
0.165310,3.09380628e+01,2.81002056e+00,3.41357488e+01,6.01802648e-01,2.07982714e+00,1.28387625e-01,3.14882781e-06,5.87257973e-01,1.45446749e-02,0.00000000e+00,350.000000,5.214236e+01,3.542791
0.185629,3.08742959e+01,2.85378755e+00,3.41357488e+01,6.19495683e-01,2.10589843e+00,1.28390292e-01,3.14883653e-06,6.04454228e-01,1.50414549e-02,0.00000000e+00,360.000000,8.278548e+01,3.444381
0.205956,3.08087261e+01,2.89935716e+00,3.41357488e+01,6.38066278e-01,2.13289480e+00,1.28392934e-01,3.14884562e-06,6.22503060e-01,1.55632176e-02,0.00000000e+00,370.000000,8.504133e+01,3.351289
0.226294,3.07412228e+01,2.94686043e+00,3.41357488e+01,6.57582011e-01,2.16087972e+00,1.28395551e-01,3.14885512e-06,6.41470181e-01,1.61118296e-02,0.00000000e+00,380.000000,8.805307e+01,3.263097
0.246642,3.06716403e+01,2.99644280e+00,3.41357488e+01,6.78118202e-01,2.18992331e+00,1.28398144e-01,3.14886505e-06,6.61428846e-01,1.66893559e-02,0.00000000e+00,390.000000,9.374503e+01,3.179428
0.267001,3.05998165e+01,3.04826646e+00,3.41357488e+01,6.99759248e-01,2.22010335e+00,1.28400712e-01,3.14887545e-06,6.82461161e-01,1.72980876e-02,0.00000000e+00,400.000000,9.385643e+01,3.099943
0.287372,3.05255696e+01,3.10251320e+00,3.41357488e+01,7.22600348e-01,2.25150645e+00,1.28403257e-01,3.14888637e-06,7.04659772e-01,1.79405756e-02,0.00000000e+00,410.000000,9.396426e+01,3.024334
0.307757,3.04486948e+01,3.15938822e+00,3.41357488e+01,7.46749791e-01,2.28422950e+00,1.28405779e-01,3.14889784e-06,7.28130120e-01,1.86196710e-02,0.00000000e+00,420.000000,9.406863e+01,2.952326
0.328155,3.03689578e+01,3.21912502e+00,3.41357488e+01,7.72332173e-01,2.31838142e+00,1.28408278e-01,3.14890991e-06,7.52993600e-01,1.93385730e-02,0.00000000e+00,430.000000,9.416966e+01,2.883667
0.348570,3.02860905e+01,3.28199243e+00,3.41357488e+01,7.99493042e-01,2.35408548e+00,1.28410755e-01,3.14892266e-06,7.79392153e-01,2.01008897e-02,0.00000000e+00,440.000000,9.426741e+01,2.818130
0.369001,3.01997784e+01,3.34830448e+00,3.41357488e+01,8.28405932e-01,2.39148219e+00,1.28413210e-01,3.14893613e-06,8.07495219e-01,2.09107134e-02,0.00000000e+00,450.000000,9.436197e+01,2.755504
0.389452,3.01096472e+01,3.41843543e+00,3.41357488e+01,8.59283249e-01,2.43073339e+00,1.28415645e-01,3.14895042e-06,8.37510530e-01,2.17727192e-02,0.00000000e+00,460.000000,9.445338e+01,2.695602
0.409924,3.00152396e+01,3.49284284e+00,3.41357488e+01,8.92393511e-01,2.47202812e+00,1.28418059e-01,3.14896563e-06,8.69701210e-01,2.26923007e-02,0.00000000e+00,470.000000,9.454169e+01,2.638249
0.430420,2.99159787e+01,3.57210411e+00,3.41357488e+01,9.28088844e-01,2.51559166e+00,1.28420454e-01,3.14898188e-06,9.04413080e-01,2.36757646e-02,0.00000000e+00,480.000000,9.462692e+01,2.583285
0.450944,2.98111072e+01,3.65697526e+00,3.41357488e+01,9.66848843e-01,2.56170044e+00,1.28422830e-01,3.14899935e-06,9.42118208e-01,2.47306350e-02,0.00000000e+00,490.000000,9.470907e+01,2.530565
0.471502,2.96995957e+01,3.74848666e+00,3.41357488e+01,1.00935019e+00,2.61070813e+00,1.28425190e-01,3.14901828e-06,9.83484032e-01,2.58661587e-02,0.00000000e+00,500.000000,9.478814e+01,2.479954
0.492100,2.95799808e+01,3.84810141e+00,3.41357488e+01,1.05657695e+00,2.66309377e+00,1.28427534e-01,3.14903898e-06,1.02948275e+00,2.70942055e-02,0.00000000e+00,510.000000,9.486410e+01,2.431327
0.512750,2.94500992e+01,3.95798324e+00,3.41357488e+01,1.10999639e+00,2.71955383e+00,1.28429866e-01,3.14906196e-06,1.08156544e+00,2.84309558e-02,0.00000000e+00,520.000000,9.493690e+01,2.384571
0.533467,2.93066207e+01,4.08146193e+00,3.41357488e+01,1.17184353e+00,2.78118306e+00,1.28432188e-01,3.14908799e-06,1.14194335e+00,2.99001888e-02,0.00000000e+00,530.000000,9.500649e+01,2.339579
0.554279,2.91442181e+01,4.22386462e+00,3.41357488e+01,1.24559169e+00,2.84983527e+00,1.28434506e-01,3.14911829e-06,1.21405185e+00,3.15398401e-02,0.00000000e+00,540.000000,9.507278e+01,2.296254
0.575230,2.89540500e+01,4.39403297e+00,3.41357488e+01,1.33674559e+00,2.92884740e+00,1.28436830e-01,3.14915489e-06,1.30333036e+00,3.34152324e-02,0.00000000e+00,550.000000,9.513567e+01,2.254504
0.596395,2.87209584e+01,4.60712444e+00,3.41357488e+01,1.45419293e+00,3.02448919e+00,1.28439175e-01,3.14920128e-06,1.41854715e+00,3.56457765e-02,0.00000000e+00,560.000000,9.519503e+01,2.214245
0.617908,2.84183162e+01,4.88976570e+00,3.41357488e+01,1.61249730e+00,3.14882369e+00,1.28441568e-01,3.14926362e-06,1.57403914e+00,3.84581567e-02,0.00000000e+00,570.000000,9.525071e+01,2.175398
0.640006,2.79987976e+01,5.28928159e+00,3.41357488e+01,1.83566712e+00,3.32516726e+00,1.28444057e-01,3.14935289e-06,1.79337833e+00,4.22887953e-02,0.00000000e+00,580.000000,9.530253e+01,2.137891
0.663105,2.73789957e+01,5.88909522e+00,3.41357488e+01,2.16283412e+00,3.59781123e+00,1.28446727e-01,3.14948866e-06,2.11486645e+00,4.79676692e-02,0.00000000e+00,590.000000,9.535026e+01,2.101656
0.687912,2.64176222e+01,6.83048094e+00,3.41357488e+01,2.65506195e+00,4.04696611e+00,1.28449728e-01,3.14970490e-06,2.59806061e+00,5.70013428e-02,0.00000000e+00,600.000000,9.539366e+01,2.066628
