v(V),jtot(mA/cm2),j_total_rec(mA/cm2),j_total_gen(mA/cm2),jbulk(mA/cm2),jifr(mA/cm2),jminor_left(mA/cm2),jminor_right(mA/cm2),j_SRH(mA/cm2),j_Radiative(mA/cm2),j_Auger(mA/cm2),lambda(nm),QE(%),photon energy (eV)
0.352027,2.95946954e+01,3.80645495e+00,3.39282800e+01,1.73385201e-01,3.50034087e+00,1.28415522e-01,4.31335333e-03,1.71838387e-01,1.54681459e-03,0.00000000e+00,610.000000,9.489591e+01,2.032749
0.372620,2.94759745e+01,3.90517561e+00,3.39282800e+01,1.82175486e-01,3.59026867e+00,1.28417939e-01,4.31351111e-03,1.80476990e-01,1.69849660e-03,0.00000000e+00,620.000000,9.485587e+01,1.999963
0.393243,2.93514986e+01,4.00965116e+00,3.39282800e+01,1.92045265e-01,3.68487190e+00,1.28420341e-01,4.31365562e-03,1.90177910e-01,1.86735485e-03,0.00000000e+00,630.000000,9.480437e+01,1.968217
0.413898,2.92204482e+01,4.12070124e+00,3.39282800e+01,2.03280424e-01,3.78468430e+00,1.28422731e-01,4.31378831e-03,2.01224440e-01,2.05598425e-03,0.00000000e+00,640.000000,9.474045e+01,1.937464
0.434591,2.90817345e+01,4.23941470e+00,3.39282800e+01,2.16305658e-01,3.89037002e+00,1.28425108e-01,4.31391053e-03,2.14037996e-01,2.26766249e-03,0.00000000e+00,650.000000,9.466302e+01,1.907657
0.455331,2.89338438e+01,4.36730533e+00,3.39282800e+01,2.31764838e-01,4.00279900e+00,1.28427475e-01,4.31402368e-03,2.29258114e-01,2.50672372e-03,0.00000000e+00,660.000000,9.457087e+01,1.878753
0.476127,2.87745691e+01,4.50657971e+00,3.39282800e+01,2.50646786e-01,4.12318896e+00,1.28429833e-01,4.31412916e-03,2.47867528e-01,2.77925896e-03,0.00000000e+00,670.000000,9.446263e+01,1.850712
0.496997,2.86005391e+01,4.66060962e+00,3.39282800e+01,2.74482474e-01,4.25338073e+00,1.28432186e-01,4.31422855e-03,2.71387996e-01,3.09447796e-03,0.00000000e+00,680.000000,9.433676e+01,1.823496
0.517968,2.84063606e+01,4.83478779e+00,3.39282800e+01,3.05657389e-01,4.39638154e+00,1.28434541e-01,4.31432375e-03,3.02189968e-01,3.46742062e-03,0.00000000e+00,690.000000,9.419154e+01,1.797068
0.539085,2.81830371e+01,5.03811104e+00,3.39282800e+01,3.47912914e-01,4.55744680e+00,1.28436906e-01,4.31441729e-03,3.43988488e-01,3.92442600e-03,0.00000000e+00,700.000000,9.402500e+01,1.771396
0.560425,2.79150004e+01,5.28614755e+00,3.39282800e+01,4.07157596e-01,4.74623614e+00,1.28439297e-01,4.31451293e-03,4.02643397e-01,4.51419881e-03,0.00000000e+00,710.000000,9.383491e+01,1.746446
0.582127,2.75745442e+01,5.60660329e+00,3.39282800e+01,4.92773704e-01,4.98107322e+00,1.28441746e-01,4.31461674e-03,4.87443667e-01,5.33003707e-03,0.00000000e+00,720.000000,9.361872e+01,1.722190
0.604442,2.71115536e+01,6.04959357e+00,3.39282800e+01,6.19663429e-01,5.29717109e+00,1.28444304e-01,4.31473912e-03,6.13109952e-01,6.55347632e-03,0.00000000e+00,730.000000,9.337352e+01,1.698599
0.627823,2.64354136e+01,6.70573295e+00,3.39282800e+01,8.11220142e-01,5.76175084e+00,1.28447070e-01,4.31489853e-03,8.02684314e-01,8.53582759e-03,0.00000000e+00,740.000000,9.309597e+01,1.675645
0.653068,2.53864456e+01,7.73469995e+00,3.39282800e+01,1.10286077e+00,6.49907383e+00,1.28450220e-01,4.31512767e-03,1.09092558e+00,1.19351881e-02,0.00000000e+00,750.000000,9.278220e+01,1.653303
0.681492,2.37016795e+01,9.39946440e+00,3.39282800e+01,1.54383945e+00,7.72285542e+00,1.28454051e-01,4.31548245e-03,1.52594372e+00,1.78957246e-02,0.00000000e+00,760.000000,9.242772e+01,1.631549
0.714973,2.10053270e+01,1.20757576e+01,3.39282800e+01,2.19093726e+00,9.75204526e+00,1.28459030e-01,4.31605016e-03,2.16280393e+00,2.81333297e-02,0.00000000e+00,770.000000,9.202726e+01,1.610360
0.755528,1.68944635e+01,1.61666124e+01,3.39282800e+01,3.08463124e+00,1.29491985e+01,1.28465675e-01,4.31694899e-03,3.04005677e+00,4.45744687e-02,0.00000000e+00,780.000000,9.157468e+01,1.589714
0.804125,1.11749752e+01,2.18661490e+01,3.39282800e+01,4.20973283e+00,1.75236235e+01,1.28474434e-01,4.31830287e-03,4.14150386e+00,6.82289781e-02,0.00000000e+00,790.000000,9.106264e+01,1.569591
0.859409,4.11821804e+00,2.89029758e+01,3.39282800e+01,5.47183230e+00,2.32983381e+01,1.28485226e-01,4.32020851e-03,5.37396000e+00,9.78723000e-02,0.00000000e+00,800.000000,9.048243e+01,1.549971
0.917610,-3.52190195e+00,3.65233479e+01,3.39282800e+01,6.72556270e+00,2.96649650e+01,1.28497456e-01,4.32270868e-03,6.59557472e+00,1.29987981e-01,0.00000000e+00,810.000000,8.982351e+01,1.530836
0.973994,-1.07988658e+01,4.37806752e+01,3.39282800e+01,7.83180554e+00,3.58160339e+01,1.28509866e-01,4.32582339e-03,7.67159703e+00,1.60208514e-01,0.00000000e+00,820.000000,8.907307e+01,1.512167
1.024581,-1.69161678e+01,4.98769394e+01,3.39282800e+01,8.70069758e+00,4.10433913e+01,1.28520966e-01,4.32952727e-03,8.51572993e+00,1.84967652e-01,0.00000000e+00,830.000000,8.821535e+01,1.493948
1.067203,-2.14405889e+01,5.43824350e+01,3.39282800e+01,9.31340798e+00,4.49361635e+01,1.28529794e-01,4.33380096e-03,9.11037298e+00,2.03034998e-01,0.00000000e+00,840.000000,8.723063e+01,1.476163
1.102034,-2.44067310e+01,5.73272730e+01,3.39282800e+01,9.69560665e+00,4.74987921e+01,1.28535735e-01,4.33850211e-03,9.48119689e+00,2.14409756e-01,0.00000000e+00,850.000000,8.609395e+01,1.458796
1.130795,-2.61589200e+01,5.90604465e+01,3.39282800e+01,9.91860745e+00,4.90089562e+01,1.28539438e-01,4.34345824e-03,9.69740600e+00,2.21201444e-01,0.00000000e+00,860.000000,8.477307e+01,1.441834
1.155691,-2.71382292e+01,6.00197555e+01,3.39282800e+01,1.00392215e+01,4.98476440e+01,1.28541496e-01,4.34857024e-03,9.81435302e+00,2.24868490e-01,0.00000000e+00,870.000000,8.322548e+01,1.425261
1.178423,-2.76845068e+01,6.05460200e+01,3.39282800e+01,1.01048329e+01,5.03082907e+01,1.28542637e-01,4.35373363e-03,9.87796444e+00,2.26868446e-01,0.00000000e+00,880.000000,8.139360e+01,1.409065
1.200036,-2.80071073e+01,6.08486067e+01,3.39282800e+01,1.01423727e+01,5.05733318e+01,1.28543296e-01,4.35884670e-03,9.91435849e+00,2.28014239e-01,0.00000000e+00,890.000000,7.919694e+01,1.393233
1.221090,-2.82179822e+01,6.10394696e+01,3.39282800e+01,1.01659795e+01,5.07405825e+01,1.28543713e-01,4.36384385e-03,9.93724422e+00,2.28735274e-01,0.00000000e+00,900.000000,7.651829e+01,1.377752
1.241870,-2.83739858e+01,6.11754626e+01,3.39282800e+01,1.01827646e+01,5.08597852e+01,1.28544010e-01,4.36881958e-03,9.95351644e+00,2.29248172e-01,0.00000000e+00,300.000000,1.376761e+01,4.133257
1.262510,-2.85019835e+01,6.12834512e+01,3.39282800e+01,1.01960727e+01,5.09544605e+01,1.28544247e-01,4.37369433e-03,9.96641771e+00,2.29654960e-01,0.00000000e+00,310.000000,1.690089e+01,3.999926
1.283075,-2.86150278e+01,6.13764871e+01,3.39282800e+01,1.02075240e+01,5.10360401e+01,1.28544451e-01,4.37848337e-03,9.97751894e+00,2.30005106e-01,0.00000000e+00,320.000000,2.102686e+01,3.874928
1.303597,-2.87194102e+01,6.14608618e+01,3.39282800e+01,1.02178987e+01,5.11100353e+01,1.28544637e-01,4.38321732e-03,9.98757624e+00,2.30322429e-01,0.00000000e+00,330.000000,2.674953e+01,3.757506
1.324089,-2.88178612e+01,6.15393057e+01,3.39282800e+01,1.02275352e+01,5.11788378e+01,1.28544809e-01,4.38783557e-03,9.99691797e+00,2.30617269e-01,0.00000000e+00,340.000000,3.548380e+01,3.646991
1.344562,-2.89123539e+01,6.16137917e+01,3.39282800e+01,1.02366779e+01,5.12441764e+01,1.28544973e-01,4.39238822e-03,1.00057808e+01,2.30897082e-01,0.00000000e+00,350.000000,5.270677e+01,3.542791
-0.157807,3.15614538e+01,2.34025958e+00,3.39282800e+01,9.09059236e-02,2.11710512e+00,1.27934317e-01,4.31422314e-03,9.03700810e-02,5.35842640e-04,0.00000000e+00,360.000000,8.371188e+01,3.444381
-0.137459,3.14918237e+01,2.38988935e+00,3.39282800e+01,9.24651404e-02,2.16517261e+00,1.27935910e-01,4.31569373e-03,9.19111836e-02,5.53956887e-04,0.00000000e+00,370.000000,8.591057e+01,3.351289
-0.117106,3.14211935e+01,2.44051960e+00,3.39282800e+01,9.41130525e-02,2.21415194e+00,1.27937503e-01,4.31710050e-03,9.35394292e-02,5.73623316e-04,0.00000000e+00,380.000000,8.884805e+01,3.263097
-0.096748,3.13495421e+01,2.49217067e+00,3.39282800e+01,9.58598594e-02,2.26405327e+00,1.27939101e-01,4.31844016e-03,9.52648198e-02,5.95039653e-04,0.00000000e+00,390.000000,9.440872e+01,3.179428
-0.076384,3.12768390e+01,2.54487390e+00,3.39282800e+01,9.77166910e-02,2.31489679e+00,1.27940704e-01,4.31971007e-03,9.70982734e-02,6.18417652e-04,0.00000000e+00,400.000000,9.448890e+01,3.099943
-0.056015,3.12030397e+01,2.59867244e+00,3.39282800e+01,9.96955931e-02,2.36671362e+00,1.27942315e-01,4.32090833e-03,9.90516053e-02,6.43987782e-04,0.00000000e+00,410.000000,9.456416e+01,3.024334
-0.035640,3.11280898e+01,2.65362246e+00,3.39282800e+01,1.01809566e-01,2.41954692e+00,1.27943933e-01,4.32203385e-03,1.01137566e-01,6.72000057e-04,0.00000000e+00,420.000000,9.463446e+01,2.952326
-0.015260,3.10519186e+01,2.70979403e+00,3.39282800e+01,1.04072634e-01,2.47345275e+00,1.27945560e-01,4.32308640e-03,1.03369908e-01,7.02725327e-04,0.00000000e+00,430.000000,9.469974e+01,2.883667
0.005128,3.09744400e+01,2.76727184e+00,3.39282800e+01,1.06499950e-01,2.52850063e+00,1.27947197e-01,4.32406657e-03,1.05763493e-01,7.36457232e-04,0.00000000e+00,440.000000,9.475994e+01,2.818130
0.025522,3.08955642e+01,2.82613920e+00,3.39282800e+01,1.09106605e-01,2.58475872e+00,1.27948896e-01,4.32497503e-03,1.08332989e-01,7.73615433e-04,0.00000000e+00,450.000000,9.481494e+01,2.755504
0.045924,3.08151599e+01,2.88654361e+00,3.39282800e+01,1.11913164e-01,2.64235407e+00,1.27950553e-01,4.32581537e-03,1.11098817e-01,8.14347420e-04,0.00000000e+00,460.000000,9.486460e+01,2.695602
0.066334,3.07331039e+01,2.94859988e+00,3.39282800e+01,1.14938113e-01,2.70138296e+00,1.27952220e-01,4.32658947e-03,1.14078977e-01,8.59135974e-04,0.00000000e+00,470.000000,9.490876e+01,2.638249
0.086754,3.06492488e+01,3.01245492e+00,3.39282800e+01,1.18203365e-01,2.76197036e+00,1.27953899e-01,4.32730046e-03,1.17294962e-01,9.08403623e-04,0.00000000e+00,480.000000,9.494725e+01,2.583285
0.107183,3.05634312e+01,3.07827247e+00,3.39282800e+01,1.21733484e-01,2.82425544e+00,1.27955589e-01,4.32795179e-03,1.20770865e-01,9.62619741e-04,0.00000000e+00,490.000000,9.497985e+01,2.530565
0.127623,3.04754689e+01,3.14623408e+00,3.39282800e+01,1.25556289e-01,2.88839195e+00,1.27957291e-01,4.32854711e-03,1.24533980e-01,1.02230920e-03,0.00000000e+00,500.000000,9.500630e+01,2.479954
0.148074,3.03851624e+01,3.21654078e+00,3.39282800e+01,1.29703656e-01,2.95454903e+00,1.27959004e-01,4.32909021e-03,1.28615594e-01,1.08806252e-03,0.00000000e+00,510.000000,9.502634e+01,2.431327
0.168539,3.02922875e+01,3.28941531e+00,3.39282800e+01,1.34212606e-01,3.02291239e+00,1.27960730e-01,4.32958486e-03,1.33052058e-01,1.16054791e-03,0.00000000e+00,520.000000,9.503965e+01,2.384571
0.189017,3.01965957e+01,3.36510549e+00,3.39282800e+01,1.39126820e-01,3.09368616e+00,1.27962469e-01,4.33003479e-03,1.37886294e-01,1.24052592e-03,0.00000000e+00,530.000000,9.504589e+01,2.339579
0.209511,3.00978132e+01,3.44388883e+00,3.39282800e+01,1.44498873e-01,3.16709529e+00,1.27964221e-01,4.33044364e-03,1.43170005e-01,1.32886725e-03,0.00000000e+00,540.000000,9.504467e+01,2.296254
0.230022,2.99956220e+01,3.52607934e+00,3.39282800e+01,1.50393612e-01,3.24338892e+00,1.27965986e-01,4.33081489e-03,1.48967037e-01,1.42657510e-03,0.00000000e+00,550.000000,9.503556e+01,2.254504
0.250552,2.98896633e+01,3.61203741e+00,3.39282800e+01,1.56893471e-01,3.32284502e+00,1.27967767e-01,4.33115186e-03,1.55358657e-01,1.53481396e-03,0.00000000e+00,560.000000,9.501809e+01,2.214245
0.271102,2.97795156e+01,3.70218485e+00,3.39282800e+01,1.64106962e-01,3.40577687e+00,1.27969563e-01,4.33145769e-03,1.62452014e-01,1.65494825e-03,0.00000000e+00,570.000000,9.499173e+01,2.175398
0.291677,2.96646729e+01,3.79702818e+00,3.39282800e+01,1.72182396e-01,3.49254267e+00,1.27971378e-01,4.33173535e-03,1.70393799e-01,1.78859694e-03,0.00000000e+00,580.000000,9.495591e+01,2.137891
0.312277,2.95445042e+01,3.89719573e+00,3.39282800e+01,1.81329992e-01,3.58356053e+00,1.27973212e-01,4.33198767e-03,1.79392276e-01,1.93771552e-03,0.00000000e+00,590.000000,9.490998e+01,2.101656
0.332909,2.94182030e+01,4.00349764e+00,3.39282800e+01,1.91857188e-01,3.67933317e+00,1.27975069e-01,4.33221730e-03,1.89752460e-01,2.10472761e-03,0.00000000e+00,600.000000,9.485324e+01,2.066628
0.353577,2.92846753e+01,4.11702463e+00,3.39282800e+01,2.04224246e-01,3.78049100e+00,1.27976954e-01,4.33242683e-03,2.01931496e-01,2.29275003e-03,0.00000000e+00,610.000000,9.478490e+01,2.032749
0.374288,2.91423865e+01,4.23931280e+00,3.39282800e+01,2.19130674e-01,3.88787064e+00,1.27978873e-01,4.33261879e-03,2.16624675e-01,2.50599941e-03,0.00000000e+00,620.000000,9.470408e+01,1.999963
0.395055,2.89890753e+01,4.37262435e+00,3.39282800e+01,2.37648543e-01,4.00266218e+00,1.27980836e-01,4.33279579e-03,2.34897985e-01,2.75055785e-03,0.00000000e+00,630.000000,9.460983e+01,1.968217
0.415894,2.88212642e+01,4.52043544e+00,3.39282800e+01,2.61428171e-01,4.12669145e+00,1.27982857e-01,4.33296065e-03,2.58392316e-01,3.03585511e-03,0.00000000e+00,640.000000,9.450107e+01,1.937464
0.436833,2.86333971e+01,4.68830095e+00,3.39282800e+01,2.93017017e-01,4.26296585e+00,1.27984962e-01,4.33311669e-03,2.89639435e-01,3.37758190e-03,0.00000000e+00,650.000000,9.437662e+01,1.907657
0.457919,2.84162948e+01,4.88540481e+00,3.39282800e+01,3.36354921e-01,4.41672943e+00,1.27987192e-01,4.33326815e-03,3.32551487e-01,3.80343363e-03,0.00000000e+00,660.000000,9.423513e+01,1.878753
0.479228,2.81543650e+01,5.12733449e+00,3.39282800e+01,3.97533461e-01,4.59747799e+00,1.27989616e-01,4.33342097e-03,3.93169140e-01,4.36432144e-03,0.00000000e+00,670.000000,9.407514e+01,1.850712
0.500896,2.78207700e+01,5.44093231e+00,3.39282800e+01,4.85911641e-01,4.82269473e+00,1.27992356e-01,4.33358416e-03,4.80756000e-01,5.15564053e-03,0.00000000e+00,680.000000,9.389498e+01,1.823496
0.523153,2.73694129e+01,5.87228782e+00,3.39282800e+01,6.15590545e-01,5.12436788e+00,1.27995619e-01,4.33377193e-03,6.09235270e-01,6.35527504e-03,0.00000000e+00,690.000000,9.369279e+01,1.797068
0.546382,2.67236636e+01,6.49801927e+00,3.39282800e+01,8.06816247e-01,5.55886922e+00,1.27999794e-01,4.33400657e-03,7.98533037e-01,8.28321067e-03,0.00000000e+00,700.000000,9.346645e+01,1.771396
0.571182,2.57636075e+01,7.43807751e+00,3.39282800e+01,1.08640577e+00,6.21933208e+00,1.28005333e-01,4.33432330e-03,1.07493023e+00,1.14755368e-02,0.00000000e+00,710.000000,9.321360e+01,1.746446
0.598366,2.43267484e+01,8.85493816e+00,3.39282800e+01,1.48359580e+00,7.23899455e+00,1.28013033e-01,4.33477015e-03,1.46688427e+00,1.67115274e-02,0.00000000e+00,720.000000,9.293154e+01,1.722190
0.628810,2.22380546e+01,1.09235902e+01,3.39282800e+01,2.02015755e+00,8.77107348e+00,1.28023741e-01,4.33540344e-03,1.99526810e+00,2.48894531e-02,0.00000000e+00,730.000000,9.261720e+01,1.698599
0.663127,1.93746654e+01,1.37669806e+01,3.39282800e+01,2.69763754e+00,1.09369688e+01,1.28037992e-01,4.33627748e-03,2.66093920e+00,3.66983346e-02,0.00000000e+00,740.000000,9.226706e+01,1.675645
0.701344,1.57311072e+01,1.73903843e+01,3.39282800e+01,3.49088100e+00,1.37671099e+01,1.28055958e-01,4.33742491e-03,3.43864624e+00,5.22347593e-02,0.00000000e+00,750.000000,9.187709e+01,1.653303
0.742866,1.14268439e+01,2.16746478e+01,3.39282800e+01,4.35584674e+00,1.71863851e+01,1.28077153e-01,4.33886373e-03,4.28492779e+00,7.09189465e-02,0.00000000e+00,760.000000,9.144261e+01,1.631549
0.786698,6.66041568e+00,2.64212533e+01,3.39282800e+01,5.24357280e+00,2.10452391e+01,1.28100807e-01,4.34059282e-03,5.15187842e+00,9.16943838e-02,0.00000000e+00,770.000000,9.095818e+01,1.610360
0.831725,1.65505061e+00,3.14069369e+01,3.39282800e+01,6.11071224e+00,2.51637561e+01,1.28125995e-01,4.34260467e-03,5.99737266e+00,1.13339576e-01,0.00000000e+00,780.000000,9.041746e+01,1.589714
0.876869,-3.37380630e+00,3.64153296e+01,3.39282800e+01,6.92225188e+00,2.93605811e+01,1.28151726e-01,4.34490282e-03,6.78762311e+00,1.34628763e-01,0.00000000e+00,790.000000,8.981293e+01,1.569591
0.921163,-8.23266005e+00,4.12549773e+01,3.39282800e+01,7.65640807e+00,3.34660444e+01,1.28177257e-01,4.34749683e-03,7.50168367e+00,1.54724396e-01,0.00000000e+00,800.000000,8.913570e+01,1.549971
0.963737,-1.27473431e+01,4.57481239e+01,3.39282800e+01,8.29294381e+00,3.73226282e+01,1.28201505e-01,4.35038398e-03,8.12034284e+00,1.72600966e-01,0.00000000e+00,810.000000,8.837506e+01,1.530836
1.003948,-1.67895682e+01,4.97719267e+01,3.39282800e+01,8.83046509e+00,4.08088842e+01,1.28223861e-01,4.35360789e-03,8.64229521e+00,1.88169879e-01,0.00000000e+00,820.000000,8.751807e+01,1.512167
-0.153440,3.06880901e+01,1.68650062e+00,3.23982474e+01,1.31460121e-01,1.42167026e+00,1.28557272e-01,4.81296358e-03,1.29325018e-01,2.13510358e-03,0.00000000e+00,830.000000,8.654885e+01,1.493948
-0.133201,3.06402494e+01,1.71433675e+00,3.23982474e+01,1.36019380e-01,1.44493938e+00,1.28564987e-01,4.81300721e-03,1.33749214e-01,2.27016668e-03,0.00000000e+00,840.000000,8.544769e+01,1.476163
-0.112956,3.05912488e+01,1.74333735e+00,3.23982474e+01,1.40854822e-01,1.46909670e+00,1.28572782e-01,4.81304869e-03,1.38440309e-01,2.41451310e-03,0.00000000e+00,850.000000,8.418970e+01,1.458796
-0.092705,3.05410111e+01,1.77357504e+00,3.23982474e+01,1.45986647e-01,1.49419465e+00,1.28580662e-01,4.81308816e-03,1.43417836e-01,2.56881103e-03,0.00000000e+00,860.000000,8.274294e+01,1.441834
-0.072447,3.04894577e+01,1.80512852e+00,3.23982474e+01,1.51436896e-01,1.52028986e+00,1.28588629e-01,4.81312579e-03,1.48703105e-01,2.73379110e-03,0.00000000e+00,870.000000,8.106549e+01,1.425261
-0.052183,3.04365031e+01,1.83808313e+00,3.23982474e+01,1.57229516e-01,1.54744377e+00,1.28596688e-01,4.81316172e-03,1.54319272e-01,2.91024451e-03,0.00000000e+00,880.000000,7.910087e+01,1.409065
-0.031910,3.03820546e+01,1.87253168e+00,3.23982474e+01,1.63390564e-01,1.57572308e+00,1.28604841e-01,4.81319611e-03,1.60291535e-01,3.09902900e-03,0.00000000e+00,890.000000,7.677060e+01,1.393233
-0.011630,3.03260111e+01,1.90857522e+00,3.23982474e+01,1.69948429e-01,1.60520046e+00,1.28613092e-01,4.81322910e-03,1.66647353e-01,3.30107565e-03,0.00000000e+00,900.000000,7.396097e+01,1.377752
0.008659,3.02682623e+01,1.94632405e+00,3.23982474e+01,1.76934090e-01,1.63595525e+00,1.28621445e-01,4.81326083e-03,1.73416694e-01,3.51739644e-03,0.00000000e+00,300.000000,1.436573e+01,4.133257
0.028957,3.02086876e+01,1.98589884e+00,3.23982474e+01,1.84381404e-01,1.66807424e+00,1.28629905e-01,4.81329145e-03,1.80632311e-01,3.74909283e-03,0.00000000e+00,310.000000,1.757210e+01,3.999926
0.049264,3.01471545e+01,2.02743191e+00,3.23982474e+01,1.92327435e-01,1.70165268e+00,1.28638474e-01,4.81332110e-03,1.88330069e-01,3.99736547e-03,0.00000000e+00,320.000000,2.178758e+01,3.874928
0.069582,3.00835177e+01,2.07106876e+00,3.23982474e+01,2.00812830e-01,1.73679542e+00,1.28647160e-01,4.81334991e-03,1.96549305e-01,4.26352527e-03,0.00000000e+00,330.000000,2.762422e+01,3.757506
0.089912,3.00176167e+01,2.11696976e+00,3.23982474e+01,2.09882248e-01,1.77361817e+00,1.28655965e-01,4.81337804e-03,2.05333242e-01,4.54900602e-03,0.00000000e+00,340.000000,3.651517e+01,3.646991
0.110254,2.99492742e+01,2.16531233e+00,3.23982474e+01,2.19584858e-01,1.81224917e+00,1.28664895e-01,4.81340561e-03,2.14729479e-01,4.85537894e-03,0.00000000e+00,350.000000,5.400545e+01,3.542791
0.130609,2.98782932e+01,2.21629335e+00,3.23982474e+01,2.29974909e-01,1.85283105e+00,1.28673956e-01,4.81343277e-03,2.24790539e-01,5.18436933e-03,0.00000000e+00,360.000000,8.532427e+01,3.444381
0.150978,2.98044544e+01,2.27013219e+00,3.23982474e+01,2.41112396e-01,1.89552318e+00,1.28683154e-01,4.81345966e-03,2.35574520e-01,5.53787594e-03,0.00000000e+00,370.000000,8.734795e+01,3.351289
0.171362,2.97275122e+01,2.32707446e+00,3.23982474e+01,2.53063838e-01,1.94050464e+00,1.28692495e-01,4.81348642e-03,2.47145845e-01,5.91799324e-03,0.00000000e+00,380.000000,9.004814e+01,3.263097
0.191764,2.96471900e+01,2.38739666e+00,3.23982474e+01,2.65903183e-01,1.98797798e+00,1.28701985e-01,4.81351322e-03,2.59576146e-01,6.32703747e-03,0.00000000e+00,390.000000,9.514949e+01,3.179428
0.212184,2.95631743e+01,2.45141236e+00,3.23982474e+01,2.79712871e-01,2.03817431e+00,1.28711633e-01,4.81354021e-03,2.72945295e-01,6.76757690e-03,0.00000000e+00,400.000000,9.520671e+01,3.099943
0.232624,2.94751061e+01,2.51948054e+00,3.23982474e+01,2.94585096e-01,2.09136043e+00,1.28721446e-01,4.81356756e-03,2.87342628e-01,7.24246734e-03,0.00000000e+00,410.000000,9.525877e+01,3.024334
0.253087,2.93825691e+01,2.59201758e+00,3.23982474e+01,3.10623293e-01,2.14784926e+00,1.28731432e-01,4.81359544e-03,3.02868399e-01,7.75489380e-03,0.00000000e+00,420.000000,9.530560e+01,2.952326
0.273575,2.92850715e+01,2.66951517e+00,3.23982474e+01,3.27943925e-01,2.20801602e+00,1.28741601e-01,4.81362406e-03,3.19635506e-01,8.30841980e-03,0.00000000e+00,430.000000,9.534708e+01,2.883667
0.294090,2.91820179e+01,2.75256877e+00,3.23982474e+01,3.46678627e-01,2.27232453e+00,1.28751962e-01,4.81365364e-03,3.37771581e-01,8.90704574e-03,0.00000000e+00,440.000000,9.538308e+01,2.818130
0.314637,2.90726621e+01,2.84192455e+00,3.23982474e+01,3.66976798e-01,2.34137154e+00,1.28762527e-01,4.81368445e-03,3.57421519e-01,9.55527856e-03,0.00000000e+00,450.000000,9.541345e+01,2.755504
0.335220,2.89560268e+01,2.93855981e+00,3.23982474e+01,3.89008782e-01,2.41596400e+00,1.28773306e-01,4.81371683e-03,3.78750567e-01,1.02582150e-02,0.00000000e+00,460.000000,9.543802e+01,2.695602
0.355846,2.88307622e+01,3.04382438e+00,3.23982474e+01,4.12969791e-01,2.49725653e+00,1.28784314e-01,4.81375120e-03,4.01948149e-01,1.10216415e-02,0.00000000e+00,470.000000,9.545656e+01,2.638249
0.376526,2.86948931e+01,3.15969345e+00,3.23982474e+01,4.39084817e-01,2.58699928e+00,1.28795564e-01,4.81378817e-03,4.27232663e-01,1.18521540e-02,0.00000000e+00,480.000000,9.546884e+01,2.583285
0.397273,2.85453624e+01,3.28922406e+00,3.23982474e+01,4.67614860e-01,2.68798830e+00,1.28807072e-01,4.81382867e-03,4.54857559e-01,1.27573009e-02,0.00000000e+00,490.000000,9.547461e+01,2.530565
0.418114,2.83772041e+01,3.43738228e+00,3.23982474e+01,4.98864896e-01,2.80488465e+00,1.28818853e-01,4.81387417e-03,4.85119144e-01,1.37457520e-02,0.00000000e+00,500.000000,9.547357e+01,2.479954
